,Brand,Price,Color,Features,Condition,Condition Description,Seller Note,GPU,Processor,Processor Speed,Type,Display Width,Display Height,OS,Storage Type,Hard Drive Capacity,SSD Capacity,Screen Size (inch),Ram Size
2271,dell,107.94,black,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","the item shows moderate wear and will contain cosmetic issues such as scratches, cracks, or dents in the casing. our products are refurbished, cleaned, and tested to be of the best quality possible. the item will have only oem parts and a 30-day free return.",intel,intel core i5 6th gen,2.4,notebook/laptop,1366.0,768.0,windows,ssd,98.89,256.0,14.0,8.0
2272,hp,54.0,black,"Bluetooth, Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","fully tested & functional .item is functional, and fully working and has been fully tested, power-washed and restored to factory settings. the items has been fully cleaned and is in excellent physical condition. the charger is tested and included",intel,intel celeron,1.6,notebook/laptop,1366.0,768.0,chrome,ssd,16.0,16.0,11.6,4.0
2273,lenovo,94.94,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,see photos,1.1861742242409754,notebook/laptop,779.2421706908917,447.94931867081044,windows,unknown,98.89,205.95,15.0,5.98
2274,asus,295.0,gray,"10/100 LAN Card,  Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Multi-Touch Trackpad,  Touchscreen,  Wi-Fi,  1 GB NIC",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","used very good condition. tested, and in working order. shows signs of normal wear and tear, scratches, dust, nicks, etc.",nvidia,intel core i7-4700 @ 2.4 ghz,2.4,notebook/laptop,1920.0,1080.0,windows,hdd/ssd,500.0,500.0,15.0,16.0
2276,hp,720.0,black,"Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i7 13th generation,5.0,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,4000.0,15.6,64.0
2278,dell,190.0,other,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","the system has been professionally refurbished, comes with a fresh activated copy of windows 10 professional. laptops are in 100% working condition and in great condition. it may shows wear on exterior such as scratches.",other,intel core i5 4th generation,2.1,notebook/laptop,779.2421706908917,447.94931867081044,windows,ssd,98.89,1000.0,14.0,16.0
2281,lenovo,110.0,black,"Bluetooth, Built-in Webcam, Wi-Fi, Multi-Touch Trackpad, Built-in Microphone",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,intel celeron,1.1,other,1366.0,768.0,chrome,emmc,32.0,32.0,11.6,32.0
2282,lenovo,31.66,black,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",excellent condition! lenovo chromebook 100s 80qn 11iby w/power adapter tested! minor abrasions from normal use. stock photos. please confirm prior to purchasing that this item is compatible for your application. we are not responsible for compatibility issues after purchase. warranty is not valid for items shipped out of the country to a third-party address and are not returnable.all items have a unique serial number affixed and are not returnable if it has been removed.,other,intel,1.83,other,1366.0,768.0,chrome,ssd,98.89,16.0,11.6,5.98
2284,microsoft,24.98,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 9th generation,2.4,notebook/laptop,2256.0,1504.0,windows,ssd,512.0,128.0,13.0,5.98
2285,hp,650.0,black,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i7 10th generation,1.8,notebook/laptop,3840.0,2160.0,windows,ssd,98.89,512.0,15.6,16.0
2286,dell,368.8,other,"10/100 LAN Card,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,3.0,notebook/laptop,1280.0,720.0,windows,unknown,98.89,480.0,14.0,5.98
2287,dell,90.0,black,Touchscreen,Undefined,Undefined,undefined,intel,intel celeron,1.1,notebook/laptop,1366.0,768.0,windows,ssd,128.0,128.0,11.6,4.0
2289,hp,101.25,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",see description for item grade,other,undefined,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
2290,hp,300.0,silver,Wi-Fi,Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",undefined,amd,amd ryzen 3,2.0,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,205.95,14.0,16.0
2291,asus,42.0,gray,"HDMI,  SD Card Reader,  USB 3.0,  Bluetooth,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","fully tested, fully functional. this device is in good cosmetic condition may have minor scratches or scuffs on the body and screen. it has been tested and restored to 100% functionality. comes in a white box with a charger",other,intel celeron n,1.6,other,1366.0,768.0,chrome,ssd,16.0,16.0,11.6,4.0
2292,asus,25.0,gray,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Multi-Touch Trackpad, Rugged, Built-in Microphone",Undefined,Undefined,undefined,intel,intel celeron n,1.6,notebook/laptop,1366.0,768.0,chrome,emmc,98.89,205.95,11.6,4.0
2293,microsoft,739.0,black,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,amd,amd ryzen 7,2.0,notebook/laptop,779.2421706908917,447.94931867081044,windows,ssd,512.0,512.0,15.0,8.0
